JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
1173,58,7,7/16/2025,ProductPage,View,282
1174,26,16,2/18/2025,Checkout,Drop-off,NULL
1175,91,7,7/8/2025,Checkout,Drop-off,NULL
1176,28,4,6/7/2024,Checkout,Drop-off,NULL
1177,14,19,12/10/2024,Checkout,Drop-off,NULL
1178,87,2,7/9/2025,ProductPage,View,219
1179,15,12,1/15/2024,ProductPage,View,249
1180,60,6,12/29/2025,ProductPage,View,22
1181,10,15,4/26/2023,Homepage,View,59
1182,13,10,7/14/2024,Homepage,View,159
1183,69,18,7/23/2023,ProductPage,View,200
1184,95,4,5/16/2025,Homepage,View,19
1185,77,2,2/4/2023,Homepage,Click,193
1186,7,14,8/8/2023,ProductPage,Click,272
1187,49,18,6/3/2025,ProductPage,Click,151
1188,77,6,11/11/2024,Homepage,View,156
1189,22,18,7/20/2023,ProductPage,View,139
1190,23,9,2/27/2023,homepage,Click,49
1191,62,13,5/2/2023,ProductPage,Click,209
1192,14,10,12/10/2024,Homepage,View,106
1193,28,3,3/16/2023,ProductPage,View,291
1194,34,1,11/7/2024,Checkout,Drop-off,NULL
1195,78,4,8/10/2024,ProductPage,View,201
1196,29,12,8/22/2023,Checkout,Drop-off,NULL
1197,89,17,9/24/2024,Homepage,View,64
1198,46,12,12/9/2023,Homepage,View,202
1199,6,16,7/16/2025,ProductPage,View,287
1200,47,18,12/2/2024,Homepage,View,260
1201,27,7,5/19/2025,Checkout,Drop-off,NULL
1202,34,13,7/5/2025,Checkout,Drop-off,NULL
1203,47,17,11/4/2024,Homepage,View,173
1204,33,10,6/21/2025,Homepage,View,170
1205,100,20,7/12/2024,Checkout,Drop-off,NULL
1206,41,20,4/3/2023,Homepage,Click,282
1207,68,2,4/3/2024,ProductPage,Click,299
1208,7,18,3/22/2025,ProductPage,Click,124
1209,63,14,12/19/2025,Homepage,Click,235
1210,35,20,10/31/2023,ProductPage,Click,136
1211,78,7,4/22/2024,Checkout,Purchase,25
1212,55,13,9/11/2025,ProductPage,View,142
1213,34,4,4/3/2025,ProductPage,View,47
1214,82,6,10/6/2025,ProductPage,View,173
1215,98,12,4/19/2024,Homepage,Click,139
1216,61,6,9/14/2025,Homepage,View,131
1217,6,10,4/29/2023,Homepage,View,66
1218,54,8,10/22/2023,ProductPage,View,55
1219,81,12,10/13/2023,ProductPage,View,272
1220,36,18,10/25/2025,Checkout,Drop-off,NULL
1221,5,9,12/25/2023,Homepage,Click,31
1222,9,1,3/27/2023,homepage,Click,238
1223,32,14,9/17/2025,Checkout,Purchase,187
1224,36,8,9/8/2025,Checkout,Drop-off,NULL
1225,57,11,12/9/2023,Checkout,Drop-off,NULL
1226,89,8,2/17/2025,Checkout,Drop-off,NULL
1227,94,7,10/5/2024,Homepage,View,77
1228,15,1,12/23/2024,checkout,Drop-off,NULL
1229,31,11,8/5/2025,ProductPage,View,115
1230,58,1,6/19/2023,Homepage,View,211
1231,10,8,6/21/2024,Homepage,View,240
1232,100,13,11/4/2025,Homepage,View,242
1233,52,18,8/16/2024,Homepage,View,199
1234,84,7,5/17/2023,ProductPage,View,130
1235,13,18,7/25/2025,ProductPage,View,154
1236,59,18,12/10/2025,Checkout,Drop-off,NULL
1237,68,11,4/4/2025,ProductPage,View,139
1238,34,6,8/21/2025,Homepage,View,251
1239,44,10,12/12/2025,ProductPage,View,231
1240,44,1,10/3/2024,Homepage,Click,214
1241,57,1,3/4/2023,ProductPage,Click,257
1242,83,8,7/6/2023,Checkout,Purchase,74
1243,45,19,5/5/2023,Homepage,Click,247
1244,92,16,8/15/2025,ProductPage,Click,92
1245,32,20,1/21/2023,Checkout,Purchase,20
1246,31,4,10/3/2025,ProductPage,View,146
1247,98,15,6/25/2024,Homepage,View,289
1248,17,8,12/13/2023,Homepage,Click,153
1249,17,1,7/12/2025,ProductPage,Drop-off,NULL
1250,65,12,4/25/2024,ProductPage,View,145
1251,15,18,4/24/2024,Homepage,View,189
1252,56,17,3/5/2024,ProductPage,View,104
1253,78,17,8/10/2023,Homepage,Click,201
1254,22,1,9/5/2023,ProductPage,Click,244
1255,27,12,4/1/2023,ProductPage,Click,166
1256,83,18,1/27/2024,Homepage,Click,120
1257,87,3,2/6/2025,Checkout,Purchase,73
1258,100,20,4/26/2024,ProductPage,View,33
1259,18,7,9/24/2025,ProductPage,View,270
1260,62,6,12/30/2024,Homepage,View,70
1261,86,11,12/26/2025,ProductPage,View,244
1262,69,4,10/10/2024,Checkout,Drop-off,NULL
1263,37,2,3/1/2023,ProductPage,View,84
1264,84,1,2/9/2024,Homepage,Click,191
1265,79,12,9/19/2023,Homepage,View,147
1266,90,10,11/11/2023,ProductPage,View,55
1267,23,9,1/1/2023,ProductPage,View,145
1268,65,6,12/9/2023,ProductPage,View,98
1269,13,7,2/14/2023,Homepage,Click,146
1270,16,3,4/22/2025,ProductPage,Click,282
1271,87,19,9/25/2024,Homepage,Click,193
1272,15,9,10/6/2023,ProductPage,Click,69
1273,65,16,1/19/2023,Homepage,Click,274
1274,76,19,1/30/2025,Homepage,View,130
1275,97,6,12/28/2023,Homepage,View,37
1276,45,19,6/16/2024,ProductPage,View,173
1277,95,13,7/2/2025,Checkout,Drop-off,NULL
1278,31,8,10/16/2025,Homepage,View,238
1279,32,8,8/29/2024,productpage,View,207
1280,57,7,9/11/2025,Homepage,View,130
1281,59,12,6/24/2024,Homepage,View,157
1282,89,12,1/29/2023,ProductPage,View,192
1283,6,14,7/10/2025,Checkout,Drop-off,NULL
1284,34,14,12/22/2023,ProductPage,View,190
1285,96,14,4/15/2023,ProductPage,View,220
1286,64,12,10/7/2024,Homepage,View,199
1287,94,14,4/8/2023,Checkout,Drop-off,NULL
1288,33,12,3/20/2024,ProductPage,View,239
1289,56,19,12/20/2023,ProductPage,View,189
1290,38,14,9/27/2024,ProductPage,View,123
1291,2,3,7/9/2025,ProductPage,View,88
1292,42,18,10/8/2025,Homepage,Click,21
1293,89,18,5/4/2023,Homepage,View,151
1294,13,12,11/17/2025,homepage,View,59
1295,56,12,9/9/2024,Homepage,View,64
1296,90,11,2/20/2025,ProductPage,View,135
1297,63,5,10/1/2025,Homepage,Click,134
1298,89,2,7/30/2024,Homepage,Click,205
1299,74,9,6/4/2023,Homepage,Click,240
1300,43,1,1/19/2024,Homepage,View,223
1301,17,4,10/1/2025,ProductPage,View,81
1302,63,20,7/12/2024,Homepage,View,61
1303,11,14,10/4/2023,ProductPage,View,77
1304,43,4,6/11/2024,Checkout,Drop-off,NULL
1305,82,18,4/2/2024,ProductPage,View,119
1306,50,8,8/18/2023,Homepage,Click,136
1307,54,9,7/10/2023,ProductPage,Click,233
1308,65,14,4/20/2025,Checkout,Purchase,214
1309,99,6,10/17/2025,Homepage,View,200
1310,94,16,12/29/2025,Homepage,Click,35
1311,42,13,5/29/2025,ProductPage,Click,290
1312,89,18,6/28/2024,Checkout,Drop-off,NULL
1313,8,5,2/7/2023,ProductPage,View,79
1314,40,18,6/1/2023,homepage,Click,211
1315,4,14,3/30/2025,ProductPage,Click,215
1316,60,7,3/19/2024,Homepage,Click,56
1317,90,17,1/19/2024,ProductPage,Click,108
1318,24,18,10/9/2025,Homepage,View,59
1319,84,17,10/12/2025,Homepage,View,112
1320,95,2,10/3/2025,ProductPage,View,27
1321,90,9,8/25/2023,ProductPage,View,279
1322,29,8,5/24/2025,Checkout,Drop-off,NULL
1323,21,5,7/3/2023,Checkout,Drop-off,NULL
1324,90,18,5/4/2025,productpage,View,140
1325,53,6,8/19/2024,Homepage,View,236
1326,92,5,12/25/2025,Checkout,Drop-off,NULL
1327,69,8,12/30/2024,Homepage,View,145
1328,42,18,2/14/2025,Homepage,View,273
1329,38,13,7/14/2023,Homepage,Click,46
1330,39,17,10/6/2023,Homepage,View,69
1331,43,2,8/30/2023,Homepage,View,266
1332,40,8,4/17/2023,Checkout,Drop-off,NULL
1333,18,9,5/5/2023,ProductPage,View,247
1334,93,12,6/23/2024,Homepage,View,225
1335,90,6,7/21/2023,Homepage,View,56
1336,56,17,4/19/2024,Homepage,View,109
1337,41,5,5/12/2023,ProductPage,View,109
1338,68,2,1/16/2023,Homepage,View,161
1339,99,6,6/29/2025,Homepage,Click,10
1340,64,9,8/19/2023,Homepage,Click,49
1341,31,2,7/28/2025,ProductPage,Click,39
1342,60,16,9/9/2023,Homepage,View,201
1343,97,15,2/18/2023,homepage,Click,147
1344,4,12,9/16/2025,ProductPage,Click,254
1345,18,10,6/24/2024,Homepage,View,98
1346,4,11,2/9/2023,Homepage,Click,111
1347,77,16,9/27/2023,Homepage,View,109
1348,3,20,7/19/2023,Checkout,Drop-off,NULL
1349,57,10,8/29/2023,Homepage,View,255
1350,38,16,5/12/2024,ProductPage,View,136
1351,82,2,12/26/2023,ProductPage,View,203
1352,75,13,1/29/2023,ProductPage,View,55
1353,32,11,12/27/2023,Homepage,View,183
1354,50,1,10/28/2024,ProductPage,View,222
1355,6,14,7/4/2025,Homepage,View,43
1356,35,5,12/30/2023,Homepage,View,50
1357,49,19,8/20/2023,Homepage,View,201
1358,88,15,10/13/2025,ProductPage,View,285
1359,62,15,3/14/2023,Homepage,Click,217
1360,81,19,6/17/2025,Homepage,View,213
1361,94,13,6/17/2024,Homepage,Click,257
1362,79,6,8/16/2024,Homepage,Click,186
1363,16,5,11/14/2023,Homepage,View,296
1364,93,11,7/15/2025,ProductPage,View,53
1365,86,4,12/30/2024,ProductPage,View,123
1366,33,18,4/8/2025,ProductPage,View,220
1367,63,17,1/12/2024,ProductPage,View,39
1368,26,10,11/9/2024,ProductPage,View,33
1369,92,2,4/23/2024,ProductPage,View,271
1370,57,10,8/23/2024,ProductPage,View,201
1371,31,17,3/16/2024,Homepage,View,256
1372,63,7,8/17/2023,Homepage,View,46
1373,65,4,1/16/2024,ProductPage,View,32
1374,94,12,7/30/2023,ProductPage,View,182
1375,66,6,9/2/2023,Checkout,Drop-off,NULL
1376,56,1,12/22/2023,Homepage,View,173
1377,30,16,5/14/2023,Homepage,View,134
1378,17,18,1/8/2023,Checkout,Drop-off,NULL
1379,18,15,12/13/2025,Homepage,View,195
1380,82,6,2/13/2025,Homepage,View,38
1381,37,20,10/1/2024,Homepage,View,105
1382,82,4,1/19/2025,Checkout,Drop-off,NULL
1383,54,18,5/16/2023,ProductPage,View,164
1384,35,12,1/22/2025,Homepage,View,154
1385,20,15,7/17/2024,ProductPage,View,82
1386,89,6,12/11/2025,Homepage,View,215
1387,95,11,10/31/2023,Homepage,View,62
1388,74,2,2/10/2023,ProductPage,View,233
1389,35,7,2/27/2023,Homepage,View,207
1390,84,18,3/4/2024,Homepage,View,119
1391,44,12,4/25/2023,ProductPage,View,287
1392,93,8,8/20/2024,Checkout,Drop-off,NULL
1393,40,11,2/4/2025,ProductPage,View,137
1394,66,16,5/19/2024,ProductPage,View,116
1395,43,11,8/2/2025,productpage,View,10
1396,48,7,8/12/2024,ProductPage,View,267
1397,48,11,6/26/2024,Homepage,View,197
1398,55,11,6/29/2023,Homepage,Click,157
1399,86,9,5/1/2024,ProductPage,Click,219
1400,54,13,10/22/2025,Homepage,Click,245
1401,30,13,9/2/2023,Homepage,Click,49
1402,13,19,7/2/2024,ProductPage,Click,247
1403,87,2,2/13/2024,Homepage,View,254
1404,29,4,7/22/2024,Homepage,View,59
1405,55,11,12/18/2024,ProductPage,View,292
1406,67,3,12/10/2024,homepage,View,60
1407,15,1,3/23/2024,ProductPage,View,102
1408,14,16,10/29/2024,Homepage,Click,288
1409,52,10,5/29/2024,Homepage,View,255
1410,22,7,1/26/2024,Checkout,Drop-off,NULL
1411,51,6,2/19/2023,ProductPage,View,25
1412,61,9,10/10/2023,ProductPage,View,30
1413,7,7,2/28/2023,Homepage,View,173
1414,87,6,6/29/2024,Checkout,Drop-off,NULL
1415,92,16,9/17/2024,Homepage,Click,94
1416,97,18,7/9/2023,Homepage,Click,153
1417,18,16,4/10/2023,ProductPage,Click,102
1418,22,4,11/7/2023,Checkout,Purchase,281
1419,82,1,4/28/2023,Homepage,Click,140
1420,89,13,1/6/2023,Checkout,Purchase,245
1421,38,11,7/23/2024,Checkout,Drop-off,NULL
1422,63,7,12/28/2023,ProductPage,View,216
1423,65,16,1/2/2023,Homepage,Click,95
1424,32,6,11/3/2023,Checkout,Purchase,192
1425,18,11,5/3/2023,ProductPage,View,89
1426,35,12,5/27/2025,Homepage,View,192
1427,52,10,6/29/2024,ProductPage,View,282
1428,46,12,10/1/2025,ProductPage,View,230
1429,93,5,7/27/2024,Homepage,View,227
1430,88,5,5/27/2025,ProductPage,View,192
1431,20,8,9/16/2023,Checkout,Drop-off,NULL
1432,21,17,5/22/2023,Homepage,View,161
1433,78,4,1/6/2024,ProductPage,View,128
1434,63,16,6/6/2024,Checkout,Drop-off,NULL
1435,57,5,3/9/2024,ProductPage,View,229
1436,52,8,8/7/2023,Homepage,Click,282
1437,35,5,3/27/2025,ProductPage,Click,62
1438,41,10,7/23/2023,Checkout,Purchase,89
1439,53,20,3/24/2023,ProductPage,View,285
1440,68,18,11/15/2025,ProductPage,View,45
1441,91,9,3/23/2023,ProductPage,View,267
1442,73,12,7/15/2023,Checkout,Drop-off,NULL
1443,97,12,4/19/2023,ProductPage,View,162
1444,82,1,10/6/2023,ProductPage,View,49
1445,33,3,9/19/2024,Homepage,View,198
1446,65,2,5/13/2025,Homepage,View,141
1447,79,15,5/26/2024,Homepage,View,201
1448,12,5,3/27/2024,ProductPage,View,87
1449,77,11,7/2/2025,ProductPage,View,178
1450,49,19,3/14/2025,Homepage,View,12
1451,1,9,1/25/2025,Checkout,Drop-off,NULL
1452,40,2,9/5/2025,Homepage,View,11
1453,74,15,5/28/2024,Homepage,View,182
1454,5,4,6/8/2024,Homepage,View,71
1455,85,14,10/22/2024,ProductPage,View,29
1456,80,16,10/16/2024,Homepage,View,257
1457,64,13,12/21/2025,Checkout,Drop-off,NULL
1458,56,3,10/6/2024,ProductPage,View,79
1459,69,6,11/15/2024,Checkout,Drop-off,NULL
1460,65,14,3/18/2023,Checkout,Drop-off,NULL
1461,91,9,2/10/2025,Homepage,View,149
1462,25,17,5/28/2025,productpage,View,12
1463,100,16,11/8/2023,ProductPage,View,255
1464,26,18,8/23/2023,Homepage,View,26
1465,11,14,12/16/2025,Checkout,Drop-off,NULL
1466,88,11,11/6/2025,ProductPage,View,245
1467,32,17,10/6/2023,Homepage,Click,262
1468,70,4,4/29/2024,ProductPage,Drop-off,NULL
1469,12,12,11/12/2023,ProductPage,View,188
1470,26,4,5/12/2023,ProductPage,View,220
1471,87,20,4/8/2023,ProductPage,View,274
1472,5,7,8/13/2023,Homepage,View,35
1473,33,13,2/14/2024,Checkout,Drop-off,NULL
1474,98,4,7/21/2023,ProductPage,View,143
1475,20,13,11/23/2025,Homepage,View,65
1476,30,5,12/18/2025,Checkout,Drop-off,NULL
1477,38,20,4/17/2024,ProductPage,View,297
1478,60,6,11/1/2025,Homepage,Click,208
1479,51,20,6/17/2023,Homepage,View,10
1480,74,2,5/8/2025,Homepage,View,50
1481,57,11,10/13/2023,checkout,Drop-off,NULL
1482,84,11,2/15/2023,Homepage,Click,122
1483,59,7,6/1/2025,Homepage,Click,190
1484,71,6,3/5/2025,Homepage,View,144
1485,30,7,3/16/2025,ProductPage,View,296
1486,13,16,9/23/2023,Homepage,View,285
1487,34,9,3/2/2024,Homepage,View,118
1488,29,20,8/22/2023,ProductPage,View,174
1489,67,14,3/24/2023,ProductPage,View,36
1490,85,8,5/23/2023,Homepage,View,279
1491,92,13,7/16/2025,Homepage,Click,140
1492,20,17,4/25/2024,Homepage,Click,284
1493,23,7,3/7/2023,Homepage,View,186
1494,33,14,4/10/2025,Homepage,Click,279
1495,53,4,8/5/2024,ProductPage,Click,139
1496,32,9,10/21/2025,Homepage,View,294
1497,32,8,3/18/2023,ProductPage,View,119
1498,76,8,6/20/2024,ProductPage,View,201
1499,24,14,12/7/2023,ProductPage,View,217
1500,35,19,5/30/2025,Checkout,Drop-off,NULL
1501,9,20,11/21/2023,ProductPage,View,101
1502,55,10,9/28/2024,ProductPage,View,22
1503,96,15,9/29/2025,Homepage,Click,73
1504,73,13,1/8/2024,ProductPage,Click,235
1505,44,17,4/25/2024,ProductPage,Click,147
1506,57,3,12/6/2023,Checkout,Purchase,201
1507,38,1,6/6/2025,ProductPage,View,266
1508,66,2,4/29/2024,Homepage,View,66
1509,22,19,11/3/2023,Homepage,Click,294
1510,4,9,12/7/2024,Homepage,View,276
1511,39,16,5/26/2025,Homepage,View,275
1512,59,18,8/29/2023,Checkout,Drop-off,NULL
1513,89,16,8/23/2025,ProductPage,View,253
1514,59,7,2/4/2024,Homepage,View,255
1515,79,7,7/21/2025,Homepage,View,214
1516,53,20,10/28/2025,homepage,View,92
1517,69,1,5/17/2025,Homepage,View,75
1518,94,16,4/16/2023,Homepage,View,223
1519,68,20,9/22/2025,Checkout,Drop-off,NULL
1520,96,3,6/23/2024,Checkout,Drop-off,NULL
1521,19,5,7/23/2024,ProductPage,View,137
1522,40,19,2/7/2024,Checkout,Drop-off,NULL
1523,57,14,12/3/2024,ProductPage,View,36
1524,86,16,8/29/2025,ProductPage,View,39
1525,54,8,9/5/2025,Homepage,Click,61
1526,65,20,9/14/2023,ProductPage,Click,87
1527,2,7,10/24/2024,Homepage,View,22
1528,26,7,6/12/2025,ProductPage,View,104
1529,34,1,2/3/2024,ProductPage,View,115
1530,67,10,2/5/2024,Homepage,View,119
1531,76,12,8/29/2025,ProductPage,View,144
1532,47,13,9/18/2023,Checkout,Drop-off,NULL
1533,71,20,5/5/2025,Homepage,View,154
1534,11,17,1/2/2025,Homepage,View,208
1535,64,9,3/4/2025,Homepage,View,285
1536,65,3,7/3/2025,Homepage,View,49
1537,57,10,5/12/2024,Checkout,Drop-off,NULL
1538,68,10,2/19/2025,Homepage,View,110
1539,92,1,11/23/2024,Homepage,View,239
1540,61,16,8/25/2023,ProductPage,View,128
1541,88,10,2/13/2024,Homepage,View,148
1542,78,5,8/20/2023,ProductPage,View,161
1543,43,1,3/31/2025,Checkout,Drop-off,NULL
1544,90,10,11/1/2024,Homepage,Click,87
1545,50,6,1/31/2023,ProductPage,Click,285
1546,68,10,8/12/2023,ProductPage,Drop-off,NULL
1547,90,7,3/26/2025,Homepage,Click,77
1548,1,3,11/6/2024,Homepage,View,238
1549,99,11,12/27/2023,Checkout,Drop-off,NULL
1550,95,5,6/24/2023,ProductPage,View,286
1551,12,14,6/26/2023,Checkout,Drop-off,NULL
1552,21,7,6/29/2023,ProductPage,View,287
1553,61,14,12/4/2024,Homepage,View,25
1554,57,8,11/4/2024,ProductPage,View,13
1555,74,15,10/10/2023,Homepage,View,131
1556,82,17,6/25/2023,Homepage,View,132
1557,33,13,1/16/2025,ProductPage,View,53
1558,93,16,4/28/2023,ProductPage,View,258
1559,16,10,7/19/2025,ProductPage,View,195
1560,40,3,7/17/2023,ProductPage,View,247
1561,11,11,11/1/2024,Checkout,Drop-off,NULL
1562,25,5,8/9/2025,ProductPage,View,90
1563,69,16,9/20/2025,ProductPage,View,258
1564,88,8,9/6/2024,Homepage,Click,285
1565,64,20,2/18/2024,ProductPage,Click,226
1566,21,7,1/29/2024,ProductPage,Click,234
1567,34,18,8/31/2024,Homepage,View,265
1568,43,14,6/28/2025,ProductPage,View,175
1569,4,18,11/11/2025,Homepage,View,277
1570,12,17,8/16/2025,ProductPage,View,247
1571,79,2,6/15/2023,Homepage,View,75
1572,29,9,11/23/2024,Checkout,Drop-off,NULL
1573,49,12,3/6/2025,Homepage,Click,252
1574,38,15,9/30/2023,ProductPage,Click,51
1575,24,6,11/19/2025,ProductPage,Click,243
1576,76,7,12/5/2024,Checkout,Purchase,23
1577,48,19,3/10/2024,ProductPage,View,22
1578,41,7,8/3/2024,Homepage,Click,162
1579,70,11,11/30/2025,ProductPage,Click,230
1580,30,2,9/26/2024,Checkout,Purchase,268
1581,22,18,6/9/2024,Homepage,Click,217
1582,58,2,8/9/2023,Homepage,View,272
1583,66,5,10/7/2023,Homepage,Click,192
1584,22,17,4/13/2024,ProductPage,Click,67
1585,66,18,11/23/2025,Homepage,Click,59
1586,75,17,11/16/2025,Homepage,Click,58
1587,55,16,4/4/2024,Homepage,View,177
1588,82,20,7/11/2023,ProductPage,View,143
1589,2,15,8/4/2023,ProductPage,View,38
1590,55,11,9/2/2024,Checkout,Drop-off,NULL
1591,46,10,11/9/2025,Homepage,View,15
1592,80,17,6/8/2023,ProductPage,View,148
1593,8,20,2/9/2023,Homepage,View,252
1594,53,2,2/5/2023,Homepage,View,224
1595,46,4,10/10/2023,Checkout,Drop-off,NULL
1596,28,19,10/8/2025,Homepage,Click,162
1597,39,8,11/12/2024,ProductPage,Click,24
1598,43,2,4/14/2023,Homepage,View,95
1599,66,4,11/21/2024,Homepage,Click,166
1600,26,3,1/2/2023,Homepage,Click,139
1601,42,12,10/5/2023,Checkout,Purchase,237
1602,15,5,1/21/2025,Checkout,Drop-off,NULL
1603,11,17,2/18/2025,ProductPage,View,14
1604,45,6,5/28/2024,Homepage,View,248
1605,68,10,5/27/2025,ProductPage,View,15
1606,14,6,6/19/2024,Homepage,Click,164
1607,45,2,6/19/2024,ProductPage,Click,296
1608,70,18,2/8/2025,ProductPage,Click,233
1609,33,1,8/10/2025,Homepage,Click,21
1610,34,7,10/23/2024,ProductPage,Click,90
1611,40,9,1/7/2025,ProductPage,Click,90
1612,50,9,11/24/2023,homepage,Click,218
1613,78,7,3/18/2023,ProductPage,Click,17
1614,94,10,5/12/2023,ProductPage,Click,160
1615,88,6,4/28/2023,Checkout,Purchase,244
1616,36,20,10/22/2025,ProductPage,View,159
1617,89,20,8/5/2025,Homepage,View,201
1618,87,5,11/2/2023,ProductPage,View,137
1619,5,3,2/15/2025,Checkout,Drop-off,NULL
1620,36,9,9/25/2025,Homepage,View,230
1621,98,15,7/13/2025,Checkout,Drop-off,NULL
1622,71,16,8/2/2025,Checkout,Drop-off,NULL
1623,72,1,11/15/2024,Homepage,View,120
1624,75,20,11/12/2025,Checkout,Drop-off,NULL
1625,100,14,2/22/2025,ProductPage,View,40
1626,49,16,2/22/2024,ProductPage,View,124
1627,81,10,10/27/2025,ProductPage,View,223
1628,85,2,1/5/2024,Checkout,Drop-off,NULL
1629,60,7,10/15/2025,checkout,Drop-off,NULL
1630,95,6,2/6/2024,Checkout,Drop-off,NULL
1631,61,15,6/6/2025,ProductPage,View,19
1632,69,11,7/5/2025,ProductPage,View,45
1633,34,4,12/23/2023,Homepage,Click,14
1634,27,4,6/28/2023,ProductPage,Click,25
1635,39,20,8/24/2023,Homepage,View,85
1636,100,15,5/16/2023,Homepage,View,151
1637,34,7,7/20/2023,Homepage,View,276
1638,75,20,4/11/2024,Checkout,Drop-off,NULL
1639,6,4,4/21/2023,ProductPage,View,167
1640,76,1,11/1/2023,ProductPage,View,194
1641,15,9,8/17/2024,ProductPage,View,237
1642,70,10,4/13/2023,Homepage,View,276
1643,30,4,4/25/2024,Checkout,Drop-off,NULL
1644,22,1,10/11/2024,ProductPage,View,97
1645,96,8,10/16/2025,Homepage,View,189
1646,27,5,8/1/2023,Homepage,View,23
1647,75,13,3/13/2024,Checkout,Drop-off,NULL
1648,4,13,1/3/2025,Checkout,Drop-off,NULL
1649,1,10,6/21/2023,Checkout,Drop-off,NULL
1650,77,7,4/18/2023,Homepage,Click,111
1651,82,1,1/5/2023,Homepage,Click,95
1652,94,20,5/18/2024,Homepage,View,47
1653,13,4,10/8/2025,Checkout,Drop-off,NULL
1654,40,5,2/22/2024,Homepage,Click,57
1655,56,8,4/23/2023,Homepage,View,51
1656,49,5,12/3/2025,ProductPage,View,161
1657,90,6,8/9/2025,Homepage,View,236
1658,58,12,2/19/2023,Homepage,Click,95
1659,83,10,6/10/2024,Homepage,Click,101
1660,87,14,10/14/2025,Homepage,View,174
1661,63,11,7/23/2023,ProductPage,View,186
1662,24,5,3/23/2023,Homepage,View,253
1663,93,11,11/7/2025,Checkout,Drop-off,NULL
1664,62,16,4/9/2024,ProductPage,View,71
1665,6,15,8/24/2023,homepage,View,281
1666,17,7,7/16/2023,Homepage,View,164
1667,27,8,4/18/2025,ProductPage,View,199
1668,6,16,11/22/2023,ProductPage,View,220
1669,9,15,2/18/2024,Homepage,Click,13
1670,66,7,1/12/2023,Homepage,Click,42
1671,35,5,4/1/2023,ProductPage,Click,112
1672,18,7,8/21/2024,ProductPage,Click,110
1673,2,12,8/23/2025,ProductPage,Click,275
1674,47,16,10/3/2023,Checkout,Purchase,248
1675,72,19,10/3/2024,Homepage,View,64
1676,93,18,5/18/2024,Homepage,View,102
1677,77,3,6/28/2025,ProductPage,View,48
1678,92,4,1/2/2023,Homepage,View,277
1679,74,1,7/4/2023,ProductPage,View,288
1680,50,17,8/2/2025,ProductPage,View,69
1681,56,12,1/15/2025,Homepage,View,257
1682,58,8,1/4/2023,Checkout,Drop-off,NULL
1683,76,4,10/4/2024,Homepage,Click,195
1684,76,10,9/22/2024,ProductPage,Click,258
1685,33,1,12/15/2024,ProductPage,Click,230
1686,70,5,1/14/2023,checkout,Purchase,33
1687,47,10,7/24/2025,ProductPage,View,116
1688,39,20,5/25/2025,ProductPage,View,293
1689,90,14,10/24/2023,ProductPage,View,188
1690,3,10,2/15/2023,ProductPage,View,85
1691,72,8,11/6/2025,Checkout,Drop-off,NULL
1692,45,12,12/31/2024,Homepage,Click,23
1693,66,8,9/3/2023,Homepage,View,219
1694,89,17,3/23/2023,ProductPage,View,216
1695,29,5,6/9/2024,ProductPage,View,247
1696,61,11,7/25/2025,homepage,View,226
1697,89,13,6/11/2025,ProductPage,View,114
1698,14,18,5/2/2025,Checkout,Drop-off,NULL
1699,13,19,4/6/2024,ProductPage,View,61
1700,82,16,3/17/2023,ProductPage,View,11
1701,9,5,4/25/2024,ProductPage,View,95
1702,68,19,7/30/2023,Homepage,View,68
1703,25,17,7/29/2024,Homepage,View,87
1704,85,1,2/23/2023,ProductPage,View,220
1705,54,15,12/14/2025,Homepage,View,97
1706,22,13,4/5/2023,Homepage,View,278
1707,70,1,12/19/2023,Homepage,View,137
1708,47,17,6/13/2024,Homepage,Click,76
1709,72,19,2/10/2025,Checkout,Purchase,207
1710,65,4,8/27/2024,ProductPage,View,240
1711,100,13,5/28/2024,Homepage,View,22
1712,37,2,7/2/2024,Homepage,Click,107
1713,21,13,4/17/2024,Homepage,Click,202
1714,43,1,6/20/2024,Homepage,View,56
1715,62,5,2/27/2025,Homepage,View,25
1716,95,15,9/18/2023,Homepage,View,283
1717,63,12,4/25/2025,ProductPage,View,110
1718,76,20,11/25/2024,ProductPage,View,207
1719,54,10,12/26/2024,Homepage,Click,191
1720,72,9,11/9/2023,Homepage,Click,115
1721,98,13,4/7/2023,Homepage,View,112
1722,84,5,10/11/2023,checkout,Drop-off,NULL
1723,95,8,7/20/2025,ProductPage,View,152
1724,51,5,3/29/2025,ProductPage,View,224
1725,38,20,11/5/2025,ProductPage,View,85
1726,43,14,2/17/2023,Homepage,View,166
1727,23,1,1/30/2023,Checkout,Drop-off,NULL
1728,94,12,12/19/2025,ProductPage,View,179
1729,54,20,9/1/2025,Homepage,View,54
1730,21,15,9/29/2025,Homepage,View,152
1731,37,5,4/11/2025,Homepage,Click,201
1732,89,12,2/27/2025,Homepage,View,144
1733,99,1,8/22/2024,ProductPage,View,260
1734,49,18,3/21/2024,ProductPage,View,26
1735,66,14,10/23/2024,Checkout,Drop-off,NULL
1736,41,2,1/13/2023,Homepage,Click,237
1737,64,7,3/16/2025,ProductPage,Click,284
1738,44,10,3/8/2023,ProductPage,Click,244
1739,36,20,6/24/2025,homepage,View,146
1740,9,13,5/31/2023,Checkout,Drop-off,NULL
